,channelGrouping,date,device_browser,device_deviceCategory,device_isMobile,device_operatingSystem,fullVisitorId,geoNetwork_city,geoNetwork_continent,geoNetwork_country,geoNetwork_metro,geoNetwork_networkDomain,geoNetwork_region,geoNetwork_subContinent,sessionId,totals_bounces,totals_hits,totals_newVisits,totals_pageviews,totals_transactionRevenue,trafficSource_adContent,trafficSource_campaignCode,trafficSource_isTrueDirect,trafficSource_keyword,trafficSource_medium,trafficSource_referralPath,trafficSource_source,tsadclick_adNetworkType,tsadclick_gclId,tsadclick_isVideoAd,tsadclick_page,tsadclick_slot,visitId,visitNumber,visitStartTime
792946,Organic Search,20161214,Chrome,desktop,FALSE,Macintosh,6.84E+16,Toronto,Americas,Canada,,,Ontario,Northern America,68437640696494161_1481737315,,148,1,105,197700000,,,,,organic,,google,,,,,,1481737315,1,1481737315
793554,Referral,20161214,Chrome,desktop,FALSE,Macintosh,6.53E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,sonic.net,California,Northern America,6530155408321990119_1481785961,,11,,9,44790000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481785961,5,1481785961
793582,Direct,20161214,Safari,mobile,TRUE,iOS,8.87E+18,,Americas,United States,,sbcglobal.net,,Northern America,8870316840527472336_1481754553,,12,,10,4980000,,,TRUE,,(none),,(direct),,,,,,1481754553,2,1481754553
793605,Direct,20161214,Chrome,desktop,FALSE,Windows,4.53E+18,,Americas,United States,,optonline.net,,Northern America,4525480404637930448_1481736624,,13,1,13,18990000,,,TRUE,,(none),,(direct),,,,,,1481736624,1,1481736624
793606,Referral,20161214,Chrome,desktop,FALSE,Macintosh,2.21E+18,San Bruno,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,2209030491499582546_1481751144,,13,1,12,5590000,,,,,referral,/,mall.googleplex.com,,,,,,1481751144,1,1481751144
793617,Referral,20161214,Chrome,desktop,FALSE,Macintosh,5.52E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,5519565952610799337_1481726430,,14,,13,78390000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481726430,2,1481726430
793621,Display,20161214,Chrome,desktop,FALSE,Macintosh,1.26E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,1257038584322727844_1481758372,,14,,13,17590000,,,TRUE,,cpm,,dfa,,,,,,1481758372,4,1481758372
793626,Direct,20161214,Chrome,desktop,FALSE,Chrome OS,4.98E+18,,Americas,United States,,comcast.net,,Northern America,4984366501121503466_1481734401,,14,,12,56000000,,,TRUE,,(none),,(direct),,,,,,1481734401,11,1481734401
793643,Referral,20161214,Chrome,desktop,FALSE,Macintosh,9.40E+17,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,939610499574900867_1481754000,,16,,14,10390000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481754000,3,1481754000
793652,Referral,20161214,Chrome,desktop,FALSE,Macintosh,2.65E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,2645531348518887881_1481740889,,16,,14,75160000,,,,,referral,/,mall.googleplex.com,,,,,,1481740889,4,1481740889
793655,Organic Search,20161214,Chrome,desktop,FALSE,Macintosh,2.79E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,2794285006629832465_1481750718,,16,,14,167180000,,,TRUE,,organic,,google,,,,,,1481750718,2,1481750718
793657,Paid Search,20161214,Chrome,desktop,FALSE,Windows,5.45E+17,,Americas,United States,,,,Northern America,0544953081124286184_1481763076,,16,,14,74990000,,,TRUE,6qEhsCssdK0z36ri,cpc,,google,Google Search,CjwKEAiAj7TCBRCp2Z22ue-zrj4SJACG7SBExAsUjtkXuYAawLBg74jzCi7nH6wWoAshJH2ZmSvBABoCiALw_wcB,FALSE,1,Top,1481763076,4,1481763076
793659,Referral,20161214,Chrome,desktop,FALSE,Linux,9.47E+18,Boulder,Americas,United States,Denver CO,,Colorado,Northern America,9465930712258878497_1481749088,,16,1,14,19190000,,,,,referral,/,mall.googleplex.com,,,,,,1481749088,1,1481749088
793666,Organic Search,20161214,Chrome,desktop,FALSE,Windows,2.53E+18,,Americas,United States,,tju.edu,,Northern America,2527621344230499541_1481731011,,17,,14,18990000,,,TRUE,,organic,,google,,,,,,1481731011,2,1481731011
793680,Referral,20161214,Chrome,desktop,FALSE,Macintosh,4.04E+18,Ann Arbor,Americas,United States,Detroit MI,,Michigan,Northern America,4042942628381850945_1481751107,,19,1,16,30390000,,,,,referral,/,mall.googleplex.com,,,,,,1481751107,1,1481751107
793681,Referral,20161214,Chrome,desktop,FALSE,Macintosh,4.49E+16,Ann Arbor,Americas,United States,Detroit MI,,Michigan,Northern America,44860406295705915_1481774154,,19,,15,39980000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481774154,2,1481774154
793690,Direct,20161214,Safari,mobile,TRUE,iOS,3.30E+18,Montreal,Americas,Canada,,videotron.ca,Quebec,Northern America,3296487568107567712_1481767892,,20,1,16,26980000,,,TRUE,,(none),,(direct),,,,,,1481767892,1,1481767892
793695,Referral,20161214,Chrome,desktop,FALSE,Macintosh,5.30E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,5302602900050864654_1481778335,,21,,20,19190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481778335,3,1481778335
793697,Organic Search,20161214,Safari,desktop,FALSE,Macintosh,4.52E+18,,Americas,United States,,sbcglobal.net,,Northern America,4520968716061695864_1481742385,,21,,18,26980000,,,TRUE,,organic,,google,,,,,,1481742385,6,1481742385
793701,Organic Search,20161214,Chrome,desktop,FALSE,Windows,5.95E+18,,Americas,Canada,,telus.com,,Northern America,5948399215486527929_1481754440,,21,,18,59970000,,,TRUE,,organic,,google,,,,,,1481754440,7,1481754440
793716,Referral,20161214,Chrome,desktop,FALSE,Macintosh,4.02E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,4017026585162229127_1481747923,,23,,17,91160000,,,TRUE,,referral,/mail/u/0/,mail.google.com,,,,,,1481747923,9,1481747923
793717,Referral,20161214,Chrome,desktop,FALSE,Chrome OS,5.17E+18,Boulder,Americas,United States,Denver CO,comcast.net,Colorado,Northern America,5174823732437422013_1481770246,,23,,20,30380000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481770246,3,1481770246
793719,Organic Search,20161214,Chrome,desktop,FALSE,Windows,3.21E+18,,Americas,United States,,windstream.net,,Northern America,3213274881393839783_1481728239,,23,,22,19990000,,,,,organic,,google,,,,,,1481728239,2,1481728239
793722,Referral,20161214,Chrome,desktop,FALSE,Macintosh,9.60E+17,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,959901135395206593_1481735028,,24,,20,59990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481735028,4,1481735028
793724,Referral,20161214,Chrome,desktop,FALSE,Macintosh,5.31E+17,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,531400332110604167_1481747578,,24,,21,59990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481747578,2,1481747578
793725,Referral,20161214,Chrome,desktop,FALSE,Macintosh,1.44E+18,Chicago,Americas,United States,Chicago IL,comcast.net,Illinois,Northern America,1439206441625639697_1481773632,,25,,20,31170000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481773632,2,1481773632
793732,Referral,20161214,Chrome,desktop,FALSE,Macintosh,2.32E+18,,Americas,United States,,,,Northern America,2323370147843755314_1481738964,,26,1,22,35160000,,,,,referral,/,mall.googleplex.com,,,,,,1481738964,1,1481738964
793736,Paid Search,20161214,Safari,tablet,TRUE,iOS,8.17E+18,,Americas,United States,,unknown.unknown,,Northern America,8167811292026269962_1481786422,,26,1,21,119990000,,,,1X4Me6ZKNV0zg-jV,cpc,,google,Google Search,CL39ocnU9dACFdccgQodIMcC6w,FALSE,1,Top,1481786422,1,1481786422
793738,Referral,20161214,Chrome,desktop,FALSE,Macintosh,2.39E+17,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,239232141736563627_1481743984,,27,,22,35980000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481743984,2,1481743984
793742,Referral,20161214,Chrome,desktop,FALSE,Macintosh,9.03E+18,,Americas,United States,,,,Northern America,9033474883204542086_1481735042,,28,,25,15980000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481735042,16,1481735042
793748,Referral,20161214,Chrome,desktop,FALSE,Chrome OS,6.14E+18,Seattle,Americas,United States,Seattle-Tacoma WA,broadstripe.net,Washington,Northern America,6142588634593975998_1481750566,,31,,24,51170000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481750566,2,1481750566
793749,Organic Search,20161214,Chrome,desktop,FALSE,Windows,9.23E+17,,Americas,United States,,,,Northern America,922615354832601075_1481752917,,31,1,27,16980000,,,,,organic,,google,,,,,,1481752917,1,1481752917
793757,Paid Search,20161214,Chrome,desktop,FALSE,Windows,9.72E+18,,Americas,United States,,borgess.com,,Northern America,9723761653714272430_1481723347,,34,,26,22480000,,,TRUE,6qEhsCssdK0z36ri,cpc,,google,Google Search,CKzB7tPf89ACFdgDgQod-g4JVA,FALSE,1,Top,1481723347,2,1481723347
793764,Referral,20161214,Chrome,desktop,FALSE,Linux,6.51E+18,New York,Americas,United States,New York NY,,New York,Northern America,6507463560361845015_1481745962,,36,1,28,62290000,,,,,referral,/,mall.googleplex.com,,,,,,1481745962,1,1481745962
793766,Paid Search,20161214,Chrome,desktop,FALSE,Chrome OS,3.62E+17,,Americas,United States,,cox.net,,Northern America,362055310928414530_1481744089,,37,,27,95940000,,,TRUE,6qEhsCssdK0z36ri,cpc,,google,Google Search,Cj0KEQiA-MPCBRCZ0q23tPGm6_8BEiQAgw_bAtX3erDuhExr2rfH3JwBEGk3cNfP32DGuHySlwIH2tEaAneV8P8HAQ,FALSE,1,Top,1481744089,2,1481744089
793768,Referral,20161214,Chrome,desktop,FALSE,Macintosh,9.95E+17,Kitchener,Americas,Canada,,,Ontario,Northern America,0994538457525801858_1481730341,,38,1,30,27180000,,,,,referral,/,mall.googleplex.com,,,,,,1481730341,1,1481730341
793772,Referral,20161214,Chrome,desktop,FALSE,Linux,7.31E+18,Dublin,Europe,Ireland,,,County Dublin,Northern Europe,7313318075791277817_1481712377,,41,,32,32760000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481712377,3,1481712377
793773,Referral,20161214,Chrome,desktop,FALSE,Macintosh,4.10E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,sbcglobal.net,California,Northern America,4100243947088783573_1481763663,,42,,28,46360000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481763663,2,1481763663
793774,Referral,20161214,Chrome,desktop,FALSE,Macintosh,8.64E+18,Pittsburgh,Americas,United States,Pittsburgh PA,verizon.net,Pennsylvania,Northern America,8635876981287578318_1481752952,,42,,35,103600000,,,,,referral,/,mall.googleplex.com,,,,,,1481752952,3,1481752952
793776,Referral,20161214,Chrome,desktop,FALSE,Macintosh,4.09E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4085534559120905575_1481736322,,42,,35,86390000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481736322,7,1481736322
793777,Referral,20161214,Chrome,desktop,FALSE,Macintosh,7.23E+18,,Americas,United States,,,,Northern America,7231437685885066535_1481762108,,42,,33,111960000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481762108,4,1481762108
793782,Referral,20161214,Chrome,desktop,FALSE,Macintosh,5.86E+18,Pittsburgh,Americas,United States,Pittsburgh PA,,Pennsylvania,Northern America,5855788158613478931_1481751707,,49,1,39,96770000,,,,,referral,/,mall.googleplex.com,,,,,,1481751707,1,1481751707
793783,Referral,20161214,Chrome,desktop,FALSE,Macintosh,4.80E+18,Pittsburgh,Americas,United States,Pittsburgh PA,verizon.net,Pennsylvania,Northern America,4795764855587336001_1481763412,,49,,34,47970000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481763412,2,1481763412
793784,Direct,20161214,Chrome,desktop,FALSE,Windows,3.78E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3782396217900147405_1481770468,,50,1,36,33580000,,,TRUE,,(none),,(direct),,,,,,1481770468,1,1481770468
793785,Organic Search,20161214,Chrome,desktop,FALSE,Macintosh,1.14E+18,,Americas,United States,,,,Northern America,1144117197665161033_1481776205,,50,,42,21980000,,,,,organic,,google,,,,,,1481776205,3,1481776205
793786,Organic Search,20161214,Chrome,desktop,FALSE,Chrome OS,9.33E+18,,Americas,United States,,rr.com,,Northern America,9332319683360717593_1481765530,,51,,38,140960000,,,TRUE,,organic,,google,,,,,,1481765530,4,1481765530
793788,Referral,20161214,Chrome,desktop,FALSE,Macintosh,8.53E+18,San Mateo,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8528170749260731046_1481777598,,51,1,39,82770000,,,,,referral,/,mall.googleplex.com,,,,,,1481777598,1,1481777598
793789,Organic Search,20161214,Chrome,desktop,FALSE,Windows,5.01E+17,,Americas,United States,,,,Northern America,500771270741221130_1481728507,,52,1,38,71960000,,,,,organic,,google,,,,,,1481728507,1,1481728507
793790,Referral,20161214,Chrome,desktop,FALSE,Macintosh,4.62E+18,,Americas,United States,,verizon.net,,Northern America,4618938783388951743_1481739987,,52,,38,25560000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481739987,4,1481739987
793794,Referral,20161214,Chrome,desktop,FALSE,Macintosh,2.68E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,2678408506245600860_1481742124,,55,,40,73920000,,,,,referral,/,mall.googleplex.com,,,,,,1481742124,7,1481742124
793796,Referral,20161214,Chrome,desktop,FALSE,Macintosh,7.66E+18,New York,Americas,United States,New York NY,qwest.net,New York,Northern America,7658004825963957145_1481771544,,56,,40,96710000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481771544,7,1481771544
793797,Referral,20161214,Chrome,desktop,FALSE,Macintosh,1.55E+18,New York,Americas,United States,New York NY,,New York,Northern America,1547996102864288970_1481738160,,56,1,46,55150000,,,,,referral,/,mall.googleplex.com,,,,,,1481738160,1,1481738160
793801,Referral,20161214,Chrome,desktop,FALSE,Macintosh,9.47E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,9465622574731169620_1481738734,,68,1,52,22350000,,,,,referral,/,mall.googleplex.com,,,,,,1481738734,1,1481738734
793807,Referral,20161214,Chrome,desktop,FALSE,Macintosh,4.09E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4085534559120905575_1481774847,,90,,60,228750000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481774847,8,1481774847
793808,Organic Search,20161214,Chrome,desktop,FALSE,Chrome OS,8.20E+18,,Americas,United States,,,,Northern America,8197879643797712877_1481716782,,106,,79,459750000,,,TRUE,,organic,,google,,,,,,1481716782,14,1481716782
793809,Referral,20161214,Chrome,desktop,FALSE,Macintosh,9.67E+18,Cambridge,Americas,United States,Boston MA-Manchester NH,comcast.net,Massachusetts,Northern America,9671728324632392297_1481767891,,110,,83,56750000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481767891,4,1481767891
793810,Referral,20161214,Chrome,desktop,FALSE,Chrome OS,8.72E+18,,Americas,United States,,entouch.net,,Northern America,8722485686890283296_1481753898,,132,1,94,75950000,,,,,referral,/,mall.googleplex.com,,,,,,1481753898,1,1481753898
796993,Direct,20170408,Edge,desktop,FALSE,Windows,9.39E+18,,Americas,United States,,verizon.net,,Northern America,9387513564437162701_1491685757,,16,1,15,34990000,,,TRUE,,(none),,(direct),,,,,,1491685757,1,1491685757
797010,Referral,20170408,Chrome,desktop,FALSE,Macintosh,8.69E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8687730117523423401_1491697063,,20,,18,10390000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1491697063,2,1491697063
797014,Referral,20170408,Chrome,desktop,FALSE,Macintosh,4.36E+18,New York,Americas,Canada,New York NY,rogers.com,New York,Northern America,4359929883683645809_1491703863,,21,,15,27180000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1491703863,28,1491703863
797016,Organic Search,20170408,Chrome,mobile,TRUE,Android,9.77E+18,Washington,Americas,United States,Washington DC (Hagerstown MD),,District of Columbia,Northern America,9773485240177005933_1491691756,,22,1,19,16990000,,,,,organic,,google,,,,,,1491691756,1,1491691756
797018,Organic Search,20170408,Chrome,desktop,FALSE,Windows,3.54E+17,,Americas,United States,,iquest.net,,Northern America,353894935573695986_1491671994,,23,,20,7980000,,,TRUE,,organic,,google,,,,,,1491671994,2,1491671994
797022,Organic Search,20170408,Chrome,desktop,FALSE,Chrome OS,6.46E+18,,Americas,United States,,rr.com,,Northern America,6459887177399853583_1491714322,,24,,19,11960000,,,TRUE,,organic,,google,,,,,,1491714322,2,1491714322
797034,Direct,20170408,Safari,tablet,TRUE,iOS,2.11E+18,,Americas,United States,,,,Northern America,2108557365246449094_1491686867,,27,1,21,21250000,,,TRUE,,(none),,(direct),,,,,,1491686867,1,1491686867
797035,Organic Search,20170408,Chrome,mobile,TRUE,iOS,8.72E+18,,Americas,United States,,verizon.net,,Northern America,8721719977116949998_1491707815,,28,,25,73960000,,,,,organic,,google,,,,,,1491707815,2,1491707815
797038,Organic Search,20170408,Chrome,desktop,FALSE,Linux,3.18E+18,,Americas,United States,,optonline.net,,Northern America,3177345827435653751_1491712791,,30,1,25,33980000,,,,,organic,,google,,,,,,1491712791,1,1491712791
797039,Organic Search,20170408,Chrome,desktop,FALSE,Macintosh,7.54E+18,,Europe,Belgium,,belgacom.be,,Western Europe,7535069229429628764_1491651782,,30,,25,194450000,,,TRUE,,organic,,google,,,,,,1491651782,2,1491651782
797042,Organic Search,20170408,Chrome,desktop,FALSE,Chrome OS,2.86E+18,,Americas,United States,,,,Northern America,2864376493455301677_1491672847,,32,,24,99250000,,,TRUE,,organic,,google,,,,,,1491672847,13,1491672847
797045,Organic Search,20170408,Internet Explorer,desktop,FALSE,Windows,4.53E+18,,Asia,South Korea,,unknown.unknown,,Eastern Asia,4530153590058587596_1491715442,,34,1,28,33980000,,,,,organic,,google,,,,,,1491715442,1,1491715442
797048,Organic Search,20170408,Chrome,desktop,FALSE,Macintosh,1.39E+17,,Americas,United States,,,,Northern America,139472357811670278_1491655143,,36,,30,63550000,,,TRUE,,organic,,google,,,,,,1491655143,2,1491655143
797053,Referral,20170408,Chrome,desktop,FALSE,Macintosh,3.21E+18,Seattle,Americas,United States,Seattle-Tacoma WA,broadstripe.net,Washington,Northern America,3208324314042464006_1491680988,,45,1,33,73900000,,,,,referral,/,mall.googleplex.com,,,,,,1491680988,1,1491680988
797055,Referral,20170408,Chrome,desktop,FALSE,Macintosh,9.58E+18,,Americas,United States,,verizon.net,,Northern America,9584769989000380816_1491703864,,48,1,34,340540000,,,,,referral,/,mall.googleplex.com,,,,,,1491703864,1,1491703864
797060,Referral,20170408,Chrome,desktop,FALSE,Macintosh,4.93E+18,New York,Americas,United States,New York NY,,New York,Northern America,4931579223616729739_1491684674,,65,1,55,56850000,,,,,referral,/,mall.googleplex.com,,,,,,1491684674,1,1491684674
797062,Referral,20170408,Chrome,desktop,FALSE,Chrome OS,3.81E+18,New York,Americas,United States,New York NY,,New York,Northern America,3807039818708780751_1491698611,,76,,51,213060000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1491698611,2,1491698611
797063,Referral,20170408,Chrome,desktop,FALSE,Macintosh,5.62E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,5623787405926174172_1491700052,,77,,55,34690000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1491700052,2,1491700052
799287,Direct,20170418,Safari,tablet,TRUE,iOS,5.14E+17,,Americas,United States,,,,Northern America,0514071303908585314_1492537881,,9,1,9,8980000,,,TRUE,,(none),,(direct),,,,,,1492537881,1,1492537881
799324,Organic Search,20170418,Chrome,desktop,FALSE,Windows,6.68E+17,New York,Americas,United States,New York NY,,New York,Northern America,0667721082352794491_1492546774,,11,,11,27190000,,,TRUE,,organic,,google,,,,,,1492546774,2,1492546774
799334,Direct,20170418,Chrome,desktop,FALSE,Chrome OS,6.43E+18,,Americas,United States,,sbcglobal.net,,Northern America,6430761922443082063_1492543744,,11,,11,679150000,,,TRUE,,(none),,(direct),,,,,,1492543744,4,1492543744
799364,Referral,20170418,Chrome,desktop,FALSE,Macintosh,9.31E+18,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,9305766004990797685_1492557145,,13,,12,470000000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492557145,6,1492557145
799366,Referral,20170418,Chrome,desktop,FALSE,Macintosh,9.52E+18,,Americas,United States,,optonline.net,,Northern America,9524801176083053157_1492516944,,13,1,11,59990000,,,,,referral,/,mall.googleplex.com,,,,,,1492516944,1,1492516944
799368,Referral,20170418,Chrome,desktop,FALSE,Macintosh,2.72E+18,New York,Americas,United States,New York NY,verizon.net,New York,Northern America,2719057200121237933_1492529403,,13,,12,27190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492529403,3,1492529403
799379,Organic Search,20170418,Chrome,mobile,TRUE,Android,8.17E+18,Boulder,Americas,United States,Denver CO,,Colorado,Northern America,8168437595738289713_1492537634,,13,1,12,99990000,,,,,organic,,google,,,,,,1492537634,1,1492537634
799383,Referral,20170418,Chrome,desktop,FALSE,Macintosh,6.24E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,6235355077630549336_1492544867,,14,1,13,15190000,,,,,referral,/,mall.googleplex.com,,,,,,1492544867,1,1492544867
799391,Referral,20170418,Chrome,desktop,FALSE,Linux,2.90E+18,Atlanta,Americas,United States,Atlanta GA,,Georgia,Northern America,2899424455048678899_1492539300,,14,1,12,78380000,,,,,referral,/mail/u/1/,mail.google.com,,,,,,1492539300,1,1492539300
799402,Referral,20170418,Chrome,desktop,FALSE,Macintosh,2.21E+17,,Americas,United States,,,,Northern America,0220695720492664721_1492538564,,15,,11,226380000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492538564,13,1492538564
799413,Referral,20170418,Chrome,desktop,FALSE,Windows,6.77E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,6767082837980910756_1492581477,,16,1,15,27190000,,,,,referral,/,mall.googleplex.com,,,,,,1492581477,1,1492581477
799415,Referral,20170418,Chrome,desktop,FALSE,Macintosh,8.39E+18,New York,Americas,United States,New York NY,,New York,Northern America,8386920340998668390_1492537565,,16,,16,75580000,,,,,referral,/,mall.googleplex.com,,,,,,1492537565,5,1492537565
799417,Referral,20170418,Chrome,desktop,FALSE,Macintosh,7.61E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7608996347103620557_1492556750,,16,,14,61590000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492556750,2,1492556750
799419,Organic Search,20170418,Chrome,desktop,FALSE,Macintosh,1.95E+17,,Americas,United States,,com,,Northern America,0195229052670476258_1492548869,,16,1,14,16990000,,,,,organic,,google,,,,,,1492548869,1,1492548869
799420,(Other),20170418,Chrome,mobile,TRUE,iOS,9.91E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,9907138721210043039_1492543413,,17,1,16,9990000,,,,,,,google,,,,,,1492543413,1,1492543413
799423,Referral,20170418,Chrome,desktop,FALSE,Macintosh,9.03E+17,Ann Arbor,Americas,United States,Detroit MI,,Michigan,Northern America,902509741321071642_1492527179,,17,,13,542180000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492527179,6,1492527179
799425,Referral,20170418,Chrome,desktop,FALSE,Macintosh,7.46E+18,New York,Americas,United States,New York NY,,New York,Northern America,7462494643176224339_1492524949,,17,1,15,54380000,,,,,referral,/,mall.googleplex.com,,,,,,1492524949,1,1492524949
799429,Organic Search,20170418,Chrome,desktop,FALSE,Macintosh,4.55E+18,San Bruno,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4548268602116445081_1492554728,,18,1,16,119800000,,,,,organic,,google,,,,,,1492554728,1,1492554728
799435,Organic Search,20170418,Safari,mobile,TRUE,iOS,7.90E+18,,Americas,United States,,wayport.net,,Northern America,7902252986541229075_1492539797,,18,1,16,72980000,,,,,organic,,google,,,,,,1492539797,1,1492539797
799441,Referral,20170418,Chrome,desktop,FALSE,Chrome OS,6.76E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,6761788136164809732_1492543360,,19,1,17,52070000,,,,,referral,/,mall.googleplex.com,,,,,,1492543360,1,1492543360
799443,Referral,20170418,Chrome,desktop,FALSE,Macintosh,7.36E+18,,Americas,United States,,,,Northern America,7356917361593137850_1492547283,,20,,18,15990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492547283,2,1492547283
799444,Referral,20170418,Chrome,desktop,FALSE,Macintosh,6.76E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,6757769563866849051_1492527256,,20,,19,87950000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492527256,5,1492527256
799447,Organic Search,20170418,Chrome,desktop,FALSE,Windows,6.64E+18,,Americas,United States,,vsp.com,,Northern America,6644000525957644121_1492543688,,20,1,17,21990000,,,,,organic,,google,,,,,,1492543688,1,1492543688
799452,Paid Search,20170418,Safari,mobile,TRUE,iOS,4.16E+18,Philadelphia,Americas,United States,Philadelphia PA,verizon.net,Pennsylvania,Northern America,4155916412734700060_1492566096,,20,1,18,157410000,,,,1hZbAqLCbjwfgOH7,cpc,,google,Google Search,CLPnwvuxr9MCFZKEswod6p0KvA,FALSE,1,Top,1492566096,1,1492566096
799453,Organic Search,20170418,Safari,mobile,TRUE,iOS,3.98E+18,Houston,Americas,United States,Houston TX,,Texas,Northern America,3978036795131267549_1492543092,,20,1,19,11180000,,,,,organic,,google,,,,,,1492543092,1,1492543092
799459,Referral,20170418,Chrome,desktop,FALSE,Windows,4.10E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,4096318129790050754_1492544331,,21,1,19,44790000,,,,,referral,/,mall.googleplex.com,,,,,,1492544331,1,1492544331
799463,Organic Search,20170418,Chrome,desktop,FALSE,Windows,4.57E+17,,Americas,United States,,injurylawyers.com,,Northern America,457044505102305564_1492521965,,21,1,19,22970000,,,,,organic,,google,,,,,,1492521965,1,1492521965
799468,Organic Search,20170418,Chrome,desktop,FALSE,Windows,2.86E+18,Cincinnati,Americas,United States,Cincinnati OH,fuse.net,Ohio,Northern America,2861315377512617150_1492541386,,22,,16,86980000,,,TRUE,,organic,,google,,,,,,1492541386,4,1492541386
799493,Organic Search,20170418,Chrome,desktop,FALSE,Macintosh,2.85E+18,Austin,Americas,United States,Austin TX,rr.com,Texas,Northern America,2847013081259459461_1492551709,,28,1,26,16990000,,,,,organic,,google,,,,,,1492551709,1,1492551709
799497,Referral,20170418,Chrome,desktop,FALSE,Macintosh,4.79E+18,New York,Americas,United States,New York NY,,New York,Northern America,4792870216119315911_1492530532,,28,,21,187180000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492530532,2,1492530532
799504,Direct,20170418,Chrome,desktop,FALSE,Windows,2.88E+18,,Americas,United States,,hwccustomers.com,,Northern America,2882465245432965325_1492562046,,33,1,25,36560000,,,TRUE,,(none),,(direct),,,,,,1492562046,1,1492562046
